"","X.1","X","Gender","County","Ethnicity","college","Stu_Department","ResidenceHall","Stu_DivisionCode","Stu_MajorDesc","UniPriorhours","UWFpriorhours","averageGPA1stFall","rankGPA1stFall","Stu_GPAGradePoints","GPA1stFall"
"2381",2381,2381,"Female","Volusia","Hispanic","Health","Exercise Sci & Community Hlth","Commuter","L","Athletic Training Ed--PENDING",0,0,"Below2.7","above2.3",33.6,2.58461538461538
"2382",2382,2382,"Male","Santa Rosa","White","Health","Psychology","Commuter","L","Psychology B.S.",3,0,"Below2.7","above2.3",32.1,2.46923076923077
"2383",2383,2383,"Male","Dade","African American","Education and Professional Studies","Criminal Justice","Martin Hall","L","Criminal Justice",6,0,"Below2.7","Under1.0",11.1,0.925
"2384",2384,2384,"Male","Okaloosa","Hispanic","Science and Engineering","Mechanical Engineering","Martin Hall","L","Mechanical Engineering",6,6,"Above2.7","above2.3",43.4,3.1
"2385",2385,2385,"Female","Escambia","White","Arts, Social Sciences and Humanities","Communication","Commuter","L","Communication",13,0,"Above2.7","above2.3",42.9,2.86
"2386",2386,2386,"Female","Okaloosa","Asian","Science and Engineering","Biology","Commuter","L","Preprofessional Biology",28,0,"Above2.7","above2.3",48.7,3.74615384615385
"2387",2387,2387,"Male","Escambia","White","Science and Engineering","Mechanical Engineering","Heritage Hall","L","Mechanical Engineering",0,0,"Below2.7","Under1.0",0,0
"2388",2388,2388,"Male","Non-Florida","Two or More","Health","Exercise Sci & Community Hlth","Pace Hall","L","Athletic Training Ed--PENDING",6,0,"Below2.7","above2.3",30.8,2.36923076923077
"2389",2389,2389,"Male","Escambia","White","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Mechanical Engineering",0,0,"Above2.7","above2.3",33.9,2.825
"2390",2390,2390,"Male","Escambia","White","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Pre-Electrical Engineering",0,0,"Below2.7","Under1.0",0,0
"2391",2391,2391,"Female","Non-Florida","White","Health","Nursing","Argo Hall","L","Pre-BSN",3,0,"Above2.7","above2.3",45.2,3.22857142857143
"2392",2392,2392,"Female","Escambia","African American","Business","Management & MIS","Presidents Hall","L","General Business",15,0,"Below2.7","under1.5",12.9,1.075
"2393",2393,2393,"Female","Santa Rosa","White","Science and Engineering","Biology","Heritage Hall","L","Biomedical Sciences",0,0,"Above2.7","above2.3",55.2,3.45
"2394",2394,2394,"Male","Clay","Hispanic","Education and Professional Studies","Administration and Law","Heritage Hall","L","Sport Management",9,0,"Above2.7","above2.3",35.3,2.71538461538462
"2395",2395,2395,"Male","Escambia","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",0,0,"Above2.7","above2.3",45.4,3.02666666666667
"2396",2396,2396,"Female","Monroe","White","Arts, Social Sciences and Humanities","Government","Argo Hall","L","Political Science Pre-Law",3,0,"Above2.7","above2.3",52,4
"2397",2397,2397,"Female","Santa Rosa","White","Education and Professional Studies","Teacher Ed & Ed Leadership","Commuter","L","Elementary Education--PENDING",12,0,"Above2.7","above2.3",42,2.8
"2398",2398,2398,"Male","Okaloosa","White","Health","Nursing","Martin Hall","L","Pre-BSN",18,0,"Above2.7","above2.3",46,3.53846153846154
"2399",2399,2399,"Female","Non-Florida","White","Education and Professional Studies","Teacher Ed & Ed Leadership","Presidents Hall","L","Elementary Education--PENDING",7,0,"Above2.7","above2.3",61.3,3.83125
"2400",2400,2400,"Female","Escambia","Two or More","Arts, Social Sciences and Humanities","Government","Commuter","L","International Studies",16,0,"Above2.7","above2.3",43,3.30769230769231
"2401",2401,2401,"Female","Clay","White","Arts, Social Sciences and Humanities","Communication","Southside building 35","L","Advertising",6,0,"Above2.7","above2.3",44.1,3.39230769230769
"2402",2402,2402,"Male","Non-Florida","White","Health","Movement Sciences and Health","Heritage Hall","L","Exercise Science",10,0,"Above2.7","above2.3",39.9,3.06923076923077
"2403",2403,2403,"Female","Escambia","White","Health","Nursing","Commuter","L","Pre-BSN",0,0,"Above2.7","above2.3",45.9,3.27857142857143
"2404",2404,2404,"Male","Okaloosa","White","Science and Engineering","Electrical & Computer Engineer","Martin Hall","L","Electrical Engineering",30,0,"Above2.7","above2.3",50.3,3.35333333333333
"2405",2405,2405,"Male","Santa Rosa","Not Reported","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",0,0,"Above2.7","above2.3",46.2,3.3
"2406",2406,2406,"Female","Escambia","African American","Health","Psychology","Commuter","L","Psychology B.S.",6,0,"Above2.7","above2.3",45,3.75
"2407",2407,2407,"Male","Escambia","White","Science and Engineering","Physics","Commuter","L","Physics",0,0,"Above2.7","above2.3",46.2,3.85
"2408",2408,2408,"Male","Escambia","Asian","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Electrical Engineering",3,0,"Above2.7","above2.3",49,3.76923076923077
"2409",2409,2409,"Female","Broward","African American","Science and Engineering","Computer Science","Argo Hall","L","Cybersecurity",30,0,"Above2.7","above2.3",47.1,3.925
"2410",2410,2410,"Female","Clay","Not Reported","Business","Global Hosp & Tourism Mgmt","Martin Hall","L","Global Hosp & Tour/Svc Mgt",15,0,"Below2.7","above2.3",31,2.58333333333333
"2411",2411,2411,"Male","Non-Florida","White","Health","Nursing","Argo Hall","L","Pre-BSN",24,0,"Above2.7","above2.3",56.2,3.74666666666667
"2412",2412,2412,"Male","Non-Florida","Non-Resident Alien","Business","Accounting & Finance","Martin Hall","L","Finance",0,0,"Below2.7","Under1.0",0,0
"2413",2413,2413,"Male","Alachua","African American","Education and Professional Studies","Legl Stds, Pub Adm & Sprt Mgmt","Heritage Hall","L","Sport Management",8,0,"Below2.7","Under1.0",9.5,0.678571428571429
"2414",2414,2414,"Male","Escambia","Hispanic","Arts, Social Sciences and Humanities","Anthropology","Commuter","L","Archaeology",22,0,"Above2.7","above2.3",53,3.78571428571429
"2415",2415,2415,"Male","Okaloosa","White","Health","Nursing","Commuter","L","Pre-BSN",19,0,"Above2.7","above2.3",44.1,3.15
"2416",2416,2416,"Male","Escambia","White","Science and Engineering","Mechanical Engineering","Commuter","L","Mechanical Engineering",10,0,"Above2.7","above2.3",52.3,3.48666666666667
"2417",2417,2417,"Female","Non-Florida","White","Science and Engineering","Biology","Commuter","L","Marine Biology",18,0,"Above2.7","above2.3",35.1,2.925
"2418",2418,2418,"Male","Escambia","White","Science and Engineering","Computer Science","Commuter","L","Computer Science",6,0,"Below2.7","Under1.0",12,0.8
"2419",2419,2419,"Female","Clay","White","Education and Professional Studies","Criminal Justice","Pace Hall","L","Criminal Justice",0,0,"Below2.7","Under1.0",0,0
"2420",2420,2420,"Male","Palm Beach","White","No College Designated","Undeclared","Martin Hall","L","Undecided",3,0,"Above2.7","above2.3",38.1,2.72142857142857
"2421",2421,2421,"Male","Escambia","White","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Electrical Engineering",15,0,"Above2.7","above2.3",42.2,2.81333333333333
"2422",2422,2422,"Male","Escambia","White","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Pre-Electrical Engineering",11,0,"Below2.7","under1.5",19.9,1.42142857142857
"2423",2423,2423,"Male","Okaloosa","White","Science and Engineering","Computer Science","Commuter","L","Cybersecurity",13,0,"Above2.7","above2.3",42.9,3.3
"2424",2424,2424,"Female","Santa Rosa","White","Health","Nursing","Commuter","L","Pre-BSN",0,0,"Above2.7","above2.3",48.4,3.72307692307692
"2425",2425,2425,"Male","Brevard","White","Business","Marketing & Economics","Heritage Hall","L","Sales Management",0,0,"Above2.7","above2.3",45.1,3.46923076923077
"2426",2426,2426,"Male","Escambia","Asian","Arts, Social Sciences and Humanities","Art","Commuter","L","Graphic Design",0,0,"Below2.7","under2.3",20.1,2.23333333333333
"2427",2427,2427,"Female","Santa Rosa","White","Health","Nursing","Argo Hall","L","Pre-BSN",18,0,"Above2.7","above2.3",48.2,3.70769230769231
"2428",2428,2428,"Female","Santa Rosa","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",43,0,"Below2.7","under2.3",29,2.23076923076923
"2429",2429,2429,"Female","Pinellas","White","Science and Engineering","Biology","Presidents Hall","L","Biomedical Sciences",0,0,"Above2.7","above2.3",33.7,2.80833333333333
"2430",2430,2430,"Male","Collier","White","Business","Management & MIS","Martin Hall","L","General Business",6,0,"Below2.7","above2.3",30.1,2.31538461538462
"2431",2431,2431,"Female","Broward","Hispanic","Science and Engineering","Biology","Southside building 15","L","Biology",0,0,"Below2.7","above2.3",31.1,2.39230769230769
"2432",2432,2432,"Female","Gadsden","White","Science and Engineering","Electrical & Computer Engineer","Martin Hall","L","Pre-Electrical Engineering",6,0,"Above2.7","above2.3",46,3.53846153846154
"2433",2433,2433,"Male","Non-Florida","White","Health","Exercise Sci & Community Hlth","Martin Hall","L","Exercise Science",3,7,"Below2.7","under2.0",26.7,1.90714285714286
"2434",2434,2434,"Male","Okaloosa","White","Science and Engineering","Earth & Environmental Sciences","Commuter","L","Natural Science",31,0,"Above2.7","above2.3",57.9,3.86
"2435",2435,2435,"Female","Walton","White","Health","Exercise Sci & Community Hlth","Martin Hall","L","Exercise Science",0,0,"Above2.7","above2.3",38.1,3.175
"2436",2436,2436,"Female","Escambia","Two or More","Health","Medical Lab Sciences","Commuter","L","Clinical Lab Sciences--PENDING",9,0,"Below2.7","under2.3",29.9,2.13571428571429
"2437",2437,2437,"Male","Escambia","Hispanic","Business","Marketing & Economics","Pace Hall","L","Global Economics",0,0,"Above2.7","above2.3",55.1,3.93571428571429
"2438",2438,2438,"Female","Escambia","White","Science and Engineering","Biology","Commuter","L","Biology",33,0,"Below2.7","under2.3",26.9,2.24166666666667
"2439",2439,2439,"Male","Santa Rosa","White","Science and Engineering","Computer Science","Commuter","L","Cybersecurity",0,0,"Below2.7","above2.3",29.1,2.425
"2440",2440,2440,"Male","Santa Rosa","White","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Pre-Computer Engineering",0,0,"Above2.7","above2.3",38.2,2.93846153846154
"2441",2441,2441,"Female","Escambia","White","Science and Engineering","Mathematics & Statistics","Presidents Hall","L","Mathematics",6,0,"Above2.7","above2.3",49,3.0625
"2442",2442,2442,"Female","Duval","African American","Science and Engineering","Biology","Martin Hall","L","Biology",0,0,"Below2.7","above2.3",31.8,2.65
"2443",2443,2443,"Female","Hillsborough","White","No College Designated","Undeclared","Pace Hall","L","Undecided",10,0,"Below2.7","under1.5",13.9,1.06923076923077
"2444",2444,2444,"Female","Okaloosa","Two or More","Health","Nursing","Argo Hall","L","Pre-BSN",24,0,"Above2.7","above2.3",52,4
"2445",2445,2445,"Female","Santa Rosa","Two or More","Business","Marketing & Economics","Commuter","L","Economics (BA)",6,0,"Below2.7","Under1.0",0,0
"2446",2446,2446,"Male","Santa Rosa","White","Science and Engineering","Mechanical Engineering","Commuter","L","Mechanical Engineering",0,0,"Below2.7","under2.0",27.3,1.95
"2447",2447,2447,"Female","Non-Florida","White","Health","Medical Lab Sciences","Pace Hall","L","Clinical Lab Sciences--PENDING",19,0,"Above2.7","above2.3",53.2,3.8
"2448",2448,2448,"Female","Duval","White","Health","Nursing","Argo Hall","L","Pre-BSN",13,0,"Above2.7","above2.3",64,4
"2449",2449,2449,"Male","Santa Rosa","White","Science and Engineering","Computer Science","Martin Hall","L","Computer Science",3,0,"Below2.7","under2.0",25.7,1.97692307692308
"2450",2450,2450,"Male","Pinellas","White","Business","Management & MIS","Heritage Hall","L","General Business",0,0,"Below2.7","under2.0",23.7,1.975
"2451",2451,2451,"Female","Santa Rosa","White","Business","Management & MIS","Commuter","L","General Business",22,0,"Below2.7","under2.3",27,2.25
"2452",2452,2452,"Female","Non-Florida","White","Science and Engineering","Biology","Pace Hall","L","Marine Biology",3,0,"Above2.7","above2.3",60,4
"2453",2453,2453,"Male","Santa Rosa","White","Business","Management & MIS","Commuter","L","General Business",0,0,"Below2.7","above2.3",30,2.5
"2454",2454,2454,"Female","Santa Rosa","White","Arts, Social Sciences and Humanities","English","Commuter","L","English: Creative Writing",0,0,"Above2.7","above2.3",45.2,3.76666666666667
"2455",2455,2455,"Male","Escambia","White","Business","Management & MIS","Commuter","L","General Business",0,0,"Below2.7","above2.3",23.1,2.56666666666667
"2456",2456,2456,"Male","Escambia","White","No College Designated","Undeclared","Commuter","L","Undecided",7,7,"Above2.7","above2.3",45.3,3.48461538461538
"2457",2457,2457,"Male","Escambia","Hispanic","Education and Professional Studies","Legl Stds, Pub Adm & Sprt Mgmt","Commuter","L","Legal Studies",15,0,"Above2.7","above2.3",46.9,3.60769230769231
"2458",2458,2458,"Female","Escambia","Two or More","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",10,3,"Below2.7","above2.3",36.4,2.6
"2459",2459,2459,"Female","Bay","Hispanic","No College Designated","Undeclared","Commuter","L","Undecided",28,0,"Above2.7","above2.3",40,3.07692307692308
"2460",2460,2460,"Male","Orange","White","Arts, Social Sciences and Humanities","Theatre","Pace Hall","L","Musical Theatre",28,0,"Above2.7","above2.3",40.2,3.09230769230769
"2461",2461,2461,"Female","Hillsborough","African American","Health","Exercise Sci & Community Hlth","Heritage Hall","L","Exercise Science",3,0,"Below2.7","above2.3",29.1,2.425
"2462",2462,2462,"Female","Jackson","White","Health","Medical Lab Sciences","Pace Hall","L","Clinical Lab Sciences--PENDING",24,0,"Above2.7","above2.3",50,3.57142857142857
"2463",2463,2463,"Male","Santa Rosa","African American","Science and Engineering","Computer Science","Commuter","L","Computer Science",10,0,"Below2.7","under2.0",23.3,1.79230769230769
"2464",2464,2464,"Female","Santa Rosa","Two or More","Arts, Social Sciences and Humanities","Government","Commuter","L","International Studies",6,0,"Above2.7","above2.3",27.9,2.79
"2465",2465,2465,"Female","Santa Rosa","White","Arts, Social Sciences and Humanities","Art and Design","Commuter","L","Digital Art--PENDING",12,0,"Above2.7","above2.3",46.8,3.12
"2466",2466,2466,"Male","Alachua","White","Science and Engineering","Biology","Martin Hall","L","Preprofessional Biology",10,0,"Below2.7","under1.5",17.1,1.31538461538462
"2467",2467,2467,"Female","Santa Rosa","White","Science and Engineering","Biology","Presidents Hall","L","Biology",9,0,"Below2.7","under1.5",11.7,1.06363636363636
"2468",2468,2468,"Female","Okaloosa","African American","Education and Professional Studies","Legl Stds, Pub Adm & Sprt Mgmt","Argo Hall","L","Legal Studies",6,0,"Above2.7","above2.3",38.1,3.175
"2469",2469,2469,"Female","Escambia","African American","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",6,0,"Above2.7","above2.3",47,3.13333333333333
"2470",2470,2470,"Male","Escambia","White","Science and Engineering","Computer Science","Commuter","L","Software Design & Development",18,0,"Above2.7","above2.3",44.1,3.675
"2471",2471,2471,"Male","Liberty","White","Education and Professional Studies","Criminal Justice","Martin Hall","L","Criminal Justice",24,0,"Above2.7","above2.3",40.2,3.09230769230769
"2472",2472,2472,"Male","Escambia","White","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Pre-Electrical Engineering",8,0,"Above2.7","above2.3",46,3.28571428571429
"2473",2473,2473,"Male","Non-Florida","White","Science and Engineering","Biology","Martin Hall","L","Marine Biology",0,0,"Below2.7","under2.3",29.8,2.29230769230769
"2474",2474,2474,"Female","Leon","White","Arts, Social Sciences and Humanities","Theatre","Martin Hall","L","Theatre",0,0,"Above2.7","above2.3",60.1,3.75625
"2475",2475,2475,"Female","Marion","Not Reported","Science and Engineering","Biology","Martin Hall","L","Biology",0,0,"Above2.7","above2.3",42.6,3.04285714285714
"2476",2476,2476,"Male","Lake","White","Science and Engineering","Biology","Argo Hall","L","Marine Biology",3,0,"Above2.7","above2.3",48,4
"2477",2477,2477,"Male","Clay","White","Arts, Social Sciences and Humanities","Anthropology","Heritage Hall","L","Maritime Studies",36,0,"Below2.7","under2.0",25.7,1.83571428571429
"2478",2478,2478,"Female","Escambia","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",18,0,"Below2.7","above2.3",33.3,2.56153846153846
"2479",2479,2479,"Female","Okaloosa","Two or More","Science and Engineering","Biology","Martin Hall","L","Biology",11,0,"Below2.7","under2.0",24,1.71428571428571
"2480",2480,2480,"Male","Escambia","White","Science and Engineering","Information Technology","Commuter","L","Information Technology",4,0,"Below2.7","Under1.0",6.3,0.484615384615385
"2481",2481,2481,"Female","Escambia","Two or More","Arts, Social Sciences and Humanities","Theatre","Commuter","L","Theatre",12,0,"Above2.7","above2.3",44.3,3.16428571428571
"2482",2482,2482,"Male","Santa Rosa","White","Science and Engineering","Mechanical Engineering","Commuter","L","Mechanical Engineering",12,0,"Above2.7","above2.3",43.1,3.59166666666667
"2483",2483,2483,"Male","Pinellas","White","Education and Professional Studies","Criminal Justice","Martin Hall","L","Criminal Justice",3,0,"Below2.7","Under1.0",3,0.230769230769231
"2484",2484,2484,"Female","Hillsborough","Hispanic","Science and Engineering","Biology","Martin Hall","L","Marine Biology",12,0,"Above2.7","above2.3",45.3,3.23571428571429
"2485",2485,2485,"Female","Santa Rosa","White","Arts, Social Sciences and Humanities","Art","Commuter","L","Art History",3,0,"Above2.7","above2.3",49.8,3.32
"2486",2486,2486,"Male","St. Lucie","White","No College Designated","Undeclared","Martin Hall","L","Undecided",0,0,"Below2.7","above2.3",37.1,2.65
"2487",2487,2487,"Female","Non-Florida","White","Health","Nursing","Heritage Hall","L","Pre-BSN",6,0,"Above2.7","above2.3",58.2,3.6375
"2488",2488,2488,"Female","Duval","Hispanic","Education and Professional Studies","Criminal Justice","Presidents Hall","L","Criminal Justice",24,6,"Below2.7","under2.3",26.1,2.175
"2489",2489,2489,"Female","Okaloosa","Hispanic","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",31,0,"Below2.7","under2.0",25.8,1.84285714285714
"2490",2490,2490,"Female","Escambia","White","Health","Psychology","Commuter","L","Psychology",0,0,"Above2.7","above2.3",38,3.16666666666667
"2491",2491,2491,"Male","Okaloosa","White","Business","Management & MIS","Commuter","L","General Business",18,0,"Below2.7","above2.3",28.3,2.35833333333333
"2492",2492,2492,"Female","Seminole","White","Education and Professional Studies","Teacher Ed & Ed Leadership","Martin Hall","L","Elementary Education--PENDING",6,0,"Above2.7","above2.3",45.6,3.50769230769231
"2493",2493,2493,"Female","Non-Florida","White","Science and Engineering","Biology","Heritage Hall","L","Marine Biology",12,0,"Above2.7","above2.3",48,4
"2494",2494,2494,"Male","Santa Rosa","White","Arts, Social Sciences and Humanities","Music","Commuter","L","Music Education",4,0,"Above2.7","above2.3",38.9,3.53636363636364
"2495",2495,2495,"Female","Santa Rosa","White","Health","Nursing","Commuter","L","Pre-BSN",12,0,"Above2.7","above2.3",41.9,3.22307692307692
"2496",2496,2496,"Female","Non-Florida","White","Business","Management & MIS","Martin Hall","L","General Business",15,0,"Above2.7","above2.3",38.9,2.99230769230769
"2497",2497,2497,"Female","Non-Florida","White","Education and Professional Studies","Teacher Ed & Ed Leadership","Presidents Hall","L","Elementary Education--PENDING",15,0,"Above2.7","above2.3",48.1,3.7
"2498",2498,2498,"Male","Non-Florida","White","No College Designated","Undeclared","Commuter","L","Undecided",0,0,"Above2.7","above2.3",41.2,3.16923076923077
"2499",2499,2499,"Female","Escambia","Two or More","Science and Engineering","Biology","Commuter","L","Preprofessional Biology",10,0,"Below2.7","under2.0",22.1,1.7
"2500",2500,2500,"Female","Bay","White","Health","Psychology","Martin Hall","L","Psychology B.S.",25,0,"Below2.7","under1.5",18.6,1.32857142857143
"2501",2501,2501,"Male","Santa Rosa","White","Science and Engineering","Earth & Environmental Sciences","Commuter","L","Environmental Management",0,0,"Above2.7","above2.3",41.9,2.79333333333333
"2502",2502,2502,"Female","Escambia","African American","Health","Exercise Sci & Community Hlth","Heritage Hall","L","Athletic Training Ed--PENDING",21,3,"Above2.7","above2.3",49.2,3.28
"2503",2503,2503,"Male","Okaloosa","Two or More","Science and Engineering","Computer Science","Argo Hall","L","Cybersecurity",3,0,"Below2.7","above2.3",35.3,2.35333333333333
"2504",2504,2504,"Male","Duval","Asian","Science and Engineering","Computer Science","Presidents Hall","L","Cybersecurity",19,0,"Below2.7","above2.3",34.9,2.68461538461538
"2505",2505,2505,"Female","Escambia","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",10,0,"Below2.7","under2.3",29,2.23076923076923
"2506",2506,2506,"Male","Okaloosa","White","Business","Management & MIS","Martin Hall","L","Management Information Systems",4,0,"Above2.7","above2.3",54,3.6
"2507",2507,2507,"Male","Santa Rosa","White","Science and Engineering","Computer Science","Commuter","L","Computer Science",26,0,"Above2.7","above2.3",45.3,3.48461538461538
"2508",2508,2508,"Female","Santa Rosa","White","Arts, Social Sciences and Humanities","History","Commuter","U","History",61,0,"Above2.7","above2.3",48.9,3.26
"2509",2509,2509,"Male","Broward","White","Science and Engineering","Computer Science","Martin Hall","L","Software Engineering",3,0,"Below2.7","under2.3",31.2,2.08
"2510",2510,2510,"Male","Escambia","White","Business","Accounting & Finance","Martin Hall","L","Finance",7,7,"Below2.7","under2.3",29,2.23076923076923
"2511",2511,2511,"Female","Non-USA","Non-Resident Alien","Health","Psychology","Martin Hall","L","Psychology",0,0,"Above2.7","above2.3",51.1,3.93076923076923
"2512",2512,2512,"Male","Brevard","White","Science and Engineering","Computer Science","Presidents Hall","L","Cybersecurity",9,0,"Below2.7","under2.0",14.1,1.56666666666667
"2513",2513,2513,"Male","Santa Rosa","White","Science and Engineering","Biology","Pace Hall","L","Preprofessional Biology",13,0,"Below2.7","under1.5",16.7,1.19285714285714
"2514",2514,2514,"Male","Escambia","White","Science and Engineering","Computer Science","Commuter","L","Computer Science",0,0,"Above2.7","above2.3",38.8,2.98461538461538
"2515",2515,2515,"Male","Escambia","White","Business","Management & MIS","Commuter","L","General Business",0,0,"Above2.7","above2.3",53.4,3.3375
"2516",2516,2516,"Female","Escambia","Two or More","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",3,0,"Above2.7","above2.3",46.6,3.58461538461538
"2517",2517,2517,"Male","Duval","White","Science and Engineering","Computer Science","Commuter","U","Software Engineering",70,0,"Above2.7","above2.3",52.7,3.76428571428571
"2518",2518,2518,"Male","Santa Rosa","White","Science and Engineering","Computer Science","Heritage Hall","L","Computer Science",0,0,"Below2.7","above2.3",31.2,2.6
"2519",2519,2519,"Female","Escambia","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",32,0,"Below2.7","under2.0",20.2,1.55384615384615
"2520",2520,2520,"Female","Holmes","White","No College Designated","Undeclared","Martin Hall","L","Undeclared",33,0,"Above2.7","above2.3",42.9,3.575
"2521",2521,2521,"Male","Escambia","White","Education and Professional Studies","Administration and Law","Heritage Hall","L","Sport Management",6,0,"Below2.7","above2.3",28.8,2.4
"2522",2522,2522,"Male","St. Johns","African American","Science and Engineering","Mechanical Engineering","Presidents Hall","L","Mechanical Engineering",6,0,"Below2.7","above2.3",34.9,2.68461538461538
"2523",2523,2523,"Female","Escambia","White","Business","Management & MIS","Commuter","L","General Business",0,0,"Above2.7","above2.3",34.6,3.46
"2524",2524,2524,"Female","Orange","Hispanic","Arts, Social Sciences and Humanities","Music","Martin Hall","L","Pre-Audition Music Performance",0,0,"Above2.7","above2.3",36.9,2.83846153846154
"2525",2525,2525,"Female","Santa Rosa","Hispanic","Arts, Social Sciences and Humanities","History","Commuter","L","History",16,0,"Above2.7","above2.3",35.1,2.925
"2526",2526,2526,"Male","Escambia","White","No College Designated","Undeclared","Commuter","L","Undecided",0,0,"Above2.7","above2.3",42.7,3.28461538461538
"2527",2527,2527,"Male","Clay","White","Education and Professional Studies","Criminal Justice","Martin Hall","L","Criminal Justice",6,6,"Above2.7","above2.3",44.1,3.15
"2528",2528,2528,"Male","Broward","African American","Health","Psychology","Argo Hall","L","Psychology",0,0,"Below2.7","above2.3",32.7,2.33571428571429
"2529",2529,2529,"Male","Seminole","White","Business","Management & MIS","Martin Hall","L","General Business",7,7,"Below2.7","under2.3",29.2,2.24615384615385
"2530",2530,2530,"Male","Okaloosa","White","Science and Engineering","Mechanical Engineering","Commuter","L","Mechanical Engineering",44,0,"Above2.7","above2.3",39.1,2.79285714285714
"2531",2531,2531,"Female","Escambia","White","Health","Nursing","Commuter","L","Pre-BSN",19,13,"Below2.7","under1.5",16.8,1.29230769230769
"2532",2532,2532,"Male","Okaloosa","Hispanic","Health","Nursing","Martin Hall","L","Pre-BSN",7,7,"Above2.7","above2.3",44,3.14285714285714
"2533",2533,2533,"Male","Escambia","American Indian/Alaskan Native","Science and Engineering","Computer Science","Presidents Hall","L","Cybersecurity",6,0,"Below2.7","above2.3",40.6,2.5375
"2534",2534,2534,"Male","Lee","White","Science and Engineering","Computer Science","Argo Hall","L","Cybersecurity",4,0,"Below2.7","Under1.0",9,0.642857142857143
"2535",2535,2535,"Male","Non-Florida","White","Education and Professional Studies","Criminal Justice","Argo Hall","L","Criminal Justice",10,0,"Above2.7","above2.3",39.9,3.325
"2536",2536,2536,"Female","St. Johns","White","Health","Psychology","Martin Hall","L","Psychology",0,0,"Below2.7","above2.3",32.1,2.675
"2537",2537,2537,"Male","Dade","African American","No College Designated","Undeclared","Heritage Hall","L","Undecided",0,0,"Below2.7","Under1.0",0,0
"2538",2538,2538,"Male","Escambia","American Indian/Alaskan Native","Health","Movement Sciences and Health","Commuter","L","Exercise Science",0,0,"Below2.7","under2.3",29.2,2.08571428571429
"2539",2539,2539,"Female","Walton","White","Health","Psychology","Martin Hall","L","Psychology",6,0,"Above2.7","above2.3",43.8,3.65
"2540",2540,2540,"Female","Escambia","White","Health","Nursing","Pace Hall","L","Pre-BSN",6,0,"Above2.7","above2.3",38,2.92307692307692
"2541",2541,2541,"Female","Escambia","White","Arts, Social Sciences and Humanities","Music","Commuter","L","Music Education",3,0,"Below2.7","Under1.0",3,0.5
"2542",2542,2542,"Male","Non-Florida","African American","Science and Engineering","Biology","Pace Hall","L","Preprofessional Biology",4,0,"Below2.7","under2.0",23.7,1.82307692307692
"2543",2543,2543,"Female","Escambia","Hispanic","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",3,0,"Above2.7","above2.3",49.7,3.55
"2544",2544,2544,"Male","Duval","White","Science and Engineering","Computer Science","Pace Hall","L","Computer Science",37,0,"Below2.7","above2.3",30,2.5
"2545",2545,2545,"Male","Escambia","White","Science and Engineering","Chemistry","Commuter","L","Chemistry",6,0,"Above2.7","above2.3",44.1,3.15
"2546",2546,2546,"Male","Bay","African American","Science and Engineering","Electrical & Computer Engineer","Heritage Hall","L","Computer Engineering",11,0,"Above2.7","above2.3",44.1,2.94
"2547",2547,2547,"Male","Manatee","White","Arts, Social Sciences and Humanities","Government","Pace Hall","L","International Studies",12,0,"Above2.7","above2.3",35.2,2.93333333333333
"2548",2548,2548,"Male","Non-Florida","Two or More","Science and Engineering","Electrical & Computer Engineer","Southside building 15","L","Pre-Electrical Engineering",3,0,"Above2.7","above2.3",48,4
"2549",2549,2549,"Male","Escambia","White","Business","Management & MIS","Commuter","L","General Business",0,0,"Below2.7","Under1.0",0,0
"2550",2550,2550,"Male","Santa Rosa","White","Business","Accounting & Finance","Commuter","L","Professional Accountancy",49,0,"Above2.7","above2.3",39,3.25
"2551",2551,2551,"Female","Escambia","Two or More","Education and Professional Studies","Criminal Justice","Commuter","L","Criminal Justice",6,0,"Below2.7","above2.3",35.1,2.50714285714286
"2552",2552,2552,"Female","Okaloosa","Hispanic","Science and Engineering","Biology","Heritage Hall","L","Biomedical Sciences",6,0,"Above2.7","above2.3",49.5,3.3
"2553",2553,2553,"Male","Santa Rosa","White","Science and Engineering","Chemistry","Pace Hall","L","Biochemistry",24,0,"Above2.7","above2.3",55.1,3.67333333333333
"2554",2554,2554,"Female","Walton","White","Arts, Social Sciences and Humanities","Art","Heritage Hall","L","Graphic Design",18,0,"Above2.7","above2.3",42,3.5
