"","UNIV_ROW_ID","CRSNAME1","CRSNAME2","CRSNAME3","CRSNAME4","CRSNAME5","CRSNAME6","CRSNAME7","CRSNAME8","CRSNAME9","Credit1","Credit2","Credit3","Credit4","Credit5","Credit6","Credit7","Credit8","Credit9","CRSgrade1","CRSgrade2","CRSgrade3","CRSgrade4","CRSgrade5","CRSgrade6","CRSgrade7","CRSgrade8","CRSgrade9","COHORT_YEAR","TERM_START","TERM_TO_USE","STU_RECENT_ADM_DT","HOURS_BROUGHT_TO_UNIVERSITY","ENTRY_PROGRAM_CODE","ENTRY_PROGRAM","ENTRY_COLLEGE","ENTRY_DEPARTMENT_CODE","ENTRY_DEPARTMENT","AREA_OF_STRATEGIC_EMPHASIS","PSE","GENDER","ETHNICITY","AGE_AT_ENTRY","COUNTY","COUNTY_GROUP","STATE","STATE_GROUP","NATION","NATION_GROUP","HONORS_STUDENT","FIRST_GENERATION_STUDENT","Stu_MilitaryVetBenefitDesc","MILITARY_VET_BENEFITS","Stu_MilitaryStatusDesc","MILITARY_STATUS","DISABILITY","ATHLETE","GPA_HIGHSCHOOL","APPLICANT_TIER","HIGH_SCHOOL_NAME","FIRST_FALL_PELL","FIRST_FALL_PELL_AMOUNT","FIRST_FALL_BRIGHT_FUTURES","FIRST_FALL_BRIGHT_FUTURES_AMOUNT","FIRST_FALL_ANY_LOANS","FIRST_FALL_ANY_LOANS_AMOUNT","FIRST_FALL_NEED_BASED_LOANS","FIRST_FALL_NEED_BASED_LOANS_AMOUNT","FIRST_FALL_NON_NEED_BASED_LOANS","FIRST_FALL_NON_NEED_BASED_LOANS_AMOUNT","SUBMITTED_ACT","ACT_SCORE","ACT_PROPORTION","SUBMITTED_SAT","SAT_SCORE","SAT_PROPORTION","BEST_TEST","AP_CREDITS","ATTENDED_SECOND_FALL_TERM","GPA_ENTERING_SECOND_FALL","APR","FIRST_FALL_GPA","NOTES"
"3810",970538073,"BSC1085","BSC1085L","ENC1101","HSC3406C","PSY2012","","","","","3","1","3","3","3","","","","","A","B","A","A-","A-","","","","",20182019,201805,201808,201808,18,"U-EXS-BS-00","Exercise Science","UKCOH","Movement Sciences and Health","Movement Sciences and Health","STEM","YES","Female","White",19,"Bay","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","Yes",3.96,3,"J R Arnold High School","No",0,"Yes",2059,"No",0,"No",0,"No",0,"Yes",24.5,0.640625,"Yes",1150,0.625,"ACT",0,"Yes",3.825,"Yes",3.784615,""
"3811",970538082,"CHM2045","CHM2045L","EGS1006","MAC2311","PSY2012","","","","","3","1","1","4","3","","","","","C","B+","B","F","C+","","","","",20182019,201805,201808,201808,24,"U-MEC-BSME00","Mechanical Engineering","HMCSE","Mechanical Engineering","Mechanical Engineering","STEM","YES","Male","Two or More",18,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.26,2,"Gulf Breeze High School","No",0,"Yes",1901,"No",0,"No",0,"No",0,"Yes",26.75,0.710937,"Yes",1180,0.65,"ACT",0,"No",1.6,"No",1.6,""
"3812",970538090,"BSC1085","BSC1085L","ENC1101","GEB1011","MAC1105","","","","","3","1","3","3","3","","","","","F","NF","F","A","F","","","","",20182019,201805,201808,201808,3,"U-UNDECIDED","Undecided Undergraduate","UNA","Unassigned","Unassigned","Not Available","NO","Male","White",19,"Escambia","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.14,4,"Non-Florida High School","Yes",2173,"No",0,"Yes",2722,"Yes",1732,"Yes",990,"Yes",22.25,0.570312,"Yes",970,0.475,"ACT",0,"No",0.923076,"No",0.923076,""
"3813",970538101,"CHM1020","COP2334","ENC1101","MAC1147","","","","","","3","3","3","4","","","","","","A","C","A","D","","","","","",20182019,201805,201808,201808,0,"U-CPS-BS-00","Computer Science","HMCSE","Computer Science","Computer Science","STEM","YES","Male","White",17,"Osceola","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.23,2,"Osceola High School","No",0,"No",0,"Yes",2723,"Yes",325,"Yes",2398,"No",0,0,"Yes",1210,0.675,"SAT",0,"Yes",2.724,"Yes",2.615384,""
"3814",970538118,"BSC1005","MGF1106","POS2041","SLS1109","SYG2000","THE2300","","","","3","3","3","1","3","3","","","","F","F","D","B","C-","D","","","",20182019,201805,201808,201808,6,"U-IHU-BA-02","Women’s and Gender Studies","CASSH","Philosophy","Philosophy","Not Available","NO","Female","White",18,"Non-Florida","Alabama Counties","Alabama","Alabama","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.28,3,"Non-Florida High School","Yes",1673,"No",0,"No",0,"No",0,"No",0,"Yes",31.5,0.859375,"No",0,0,"ACT",6,"No",0.88125,"No",0.88125,""
"3815",970538128,"CHM1020","COP2253","ENC1101","MAC1105C","MSL1001","","","","","3","3","3","4","2","","","","","B","C-","C+","B-","A","","","","",20182019,201805,201808,201808,0,"U-CPS-BS-04","Cybersecurity","HMCSE","Computer Science","Computer Science","STEM","YES","Female","White",18,"Hillsborough","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Receiving Benefits","Not Receiving Benefits","Eligible Dependent","Military Status","No","No",4.32,3,"Newsome High School","No",0,"Yes",2376,"No",0,"No",0,"No",0,"No",0,0,"Yes",1110,0.591666,"SAT",0,"Yes",2.846153,"Yes",2.653333,""
"3816",970538129,"BSC1085","BSC1085L","ENC1101","MAC1105","SYG2000","","","","","3","1","3","3","3","","","","","A","A","A","A","A","","","","",20182019,201805,201808,201808,6,"U-NUR-BSN-01","BSN","UKCOH","Nursing","Nursing","Health","YES","Female","Hispanic",18,"Okaloosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.38,3,"Choctawhatchee High School","No",0,"Yes",2059,"No",0,"No",0,"No",0,"Yes",20.5,0.515625,"Yes",1110,0.591666,"SAT",0,"Yes",4,"Yes",4,""
"3817",970538133,"BSC2010","BSC2010L","BSC2844","ENC1102","MAC1147","SPC2608","","","","3","1","1","3","4","3","","","","A","A","A","A","A","A","","","",20182019,201805,201808,201808,18,"U-MBY-BS-00","Marine Biology","HMCSE","Biology","Biology","STEM","YES","Male","White",18,"Duval","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.36,1,"Stanton College Prep School","No",0,"Yes",3468,"No",0,"No",0,"No",0,"Yes",28.5,0.765625,"No",0,0,"ACT",9,"Yes",3.9775,"Yes",4,""
"3818",970538136,"EDF1005","ENC1101","MGF1106","MUL2010","SLS1109","SPC2608","","","","3","3","3","3","1","3","","","","C","A","A","A-","A","B","","","",20182019,201805,201808,201808,0,"U-ELE-BA-02","Educational Studies","CEPS","Teacher Ed & Ed Leadership","Teacher Education and Educational Leadership","Education","YES","Female","Two or More",17,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.7,3,"Pace High School","Yes",2473,"No",0,"No",0,"No",0,"No",0,"Yes",20.25,0.507812,"Yes",1060,0.55,"SAT",0,"Yes",3.58387,"Yes",3.38125,""
"3819",970538144,"ENC1102","GLY2010","MGF1106","SYG2000","","","","","","3","3","3","3","","","","","","B+","C","C","A-","","","","","",20182019,201805,201805,201805,0,"U-ESE-BA-01","Exceptional Student Education Certification","CEPS","Teacher Ed & Ed Leadership","Teacher Education and Educational Leadership","Education","YES","Female","Hispanic",18,"Flagler","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",2.85,5,"Matanzas High School","No",0,"No",0,"No",0,"No",0,"No",0,"No",0,0,"Yes",950,0.458333,"SAT",0,"Yes",2.432258,"Yes",2.75,""
"3820",970538145,"BSC1085","BSC1085L","DEP2004","ENC1101","MAC1105C","","","","","3","1","3","3","4","","","","","D+","C","C+","A-","B","","","","",20182019,201805,201808,201808,0,"U-NUR-BSN-01","BSN","UKCOH","Nursing","Nursing","Health","YES","Female","White",18,"Hillsborough","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Receiving Benefits","Not Receiving Benefits","Eligible Dependent","Military Status","No","No",4.17,3,"Bloomingdale Senior HS","No",0,"No",0,"No",0,"No",0,"No",0,"Yes",21.75,0.554687,"Yes",980,0.483333,"ACT",0,"Yes",2.624137,"Yes",2.564285,""
"3821",970538156,"BSC2010","BSC2010L","BSC2844","CHM2045","CHM2045L","PSY2012","REL1300","","","3","1","1","3","1","3","3","","","A","A","A","A","A","A","A","","",20182019,201805,201805,201805,21,"U-BMD-BS-00","Biomedical Sciences","HMCSE","Biology","Biology","STEM","YES","Female","White",18,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.62,2,"Jay High School","No",0,"Yes",3468,"No",0,"No",0,"No",0,"Yes",27.5,0.734375,"No",0,0,"ACT",9,"No",4,"No",4,""
"3822",970538164,"ARH1000","ENC1102","EVR2001","HFT2000","","","","","","3","3","3","3","","","","","","A","B-","A","A","","","","","",20192020,201905,201908,201908,10,"U-BUM-BSBA00","Management","COB","Management","Management","Not Available","NO","Female","White",19,"Escambia","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","Yes",3.83,3,"Pensacola Catholic High School","Yes",5146,"No",0,"Yes",5444,"Yes",3464,"Yes",1980,"Yes",21.5,0.546875,"No",0,0,"ACT",0,"Yes",3.34,"Yes",3.675,""
"3823",970538166,"ADV2214","COM2203","COM2713","RTV3533","SPC2608","","","","","3","3","3","3","3","","","","","A","A","A","B","A","","","","",20182019,201805,201808,201808,57,"U-COM-BA-00","Communication","CASSH","Communication","Communication","Not Available","NO","Female","White",19,"Okaloosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Receiving Benefits","Not Receiving Benefits","Eligible Dependent","Military Status","No","No",4.65,1,"Niceville High School","No",0,"Yes",3468,"No",0,"No",0,"No",0,"Yes",32.25,0.882812,"No",0,0,"ACT",0,"Yes",3.916666,"Yes",3.8,""
"3824",970538172,"CIS2530","COP2334","ENC1101","MAC2311","","","","","","3","3","3","4","","","","","","C-","C-","B+","W","","","","","",20182019,201805,201805,201805,0,"U-CPS-BS-03","Software Engineering","HMCSE","Computer Science","Computer Science","STEM","YES","Male","White",19,"Escambia","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.23,3,"Non-Florida High School","Yes",11016,"No",0,"Yes",6926,"Yes",6926,"No",0,"No",0,0,"Yes",1260,0.716666,"SAT",0,"Yes",2.597142,"Yes",2.233333,""
"3825",970538181,"BSC1005","CCJ2002","ENC1102","MAC1105","","","","","","3","3","3","3","","","","","","NF","B-","B-","D","","","","","",20182019,201805,201808,201808,9,"U-UNDECIDED","Undecided Undergraduate","UNA","Unassigned","Unassigned","Not Available","NO","Male","Two or More",19,"Escambia","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.87,2,"J M Tate High School","Yes",1723,"No",0,"No",0,"No",0,"No",0,"Yes",28.75,0.773437,"No",0,0,"ACT",9,"No",2.133333,"No",1.6,""
"3826",970538183,"CCJ2002","ENC1102","EVR2001","MAC1105C","","","","","","3","3","3","4","","","","","","A","A","A","A","","","","","",20182019,201805,201805,201805,0,"U-CRJ-BA-00","Criminal Justice","CEPS","Criminal Justice","Criminal Justice","Not Available","NO","Female","Hispanic",19,"Non-Fla","Non-Florida/Alabama","Pennsylvania","Other State","United States","USA","No","No","Not Receiving Benefits","Not Receiving Benefits","Eligible Dependent","Military Status","No","No",3.61,4,"Non-Florida High School","No",0,"No",0,"Yes",8808,"Yes",6828,"Yes",1980,"Yes",20,0.5,"Yes",950,0.458333,"ACT",0,"Yes",3.888571,"Yes",4,""
"3827",970538187,"BSC1085","BSC1085L","BSC2010","BSC2010L","CHM2045","CHM2045L","","","","3","1","3","1","3","1","","","","B+","B","B","B","A","B","","","",20182019,201805,201808,201808,24,"U-CLN-BS-00","Clinical Laboratory Sciences","UKCOH","Medical Laboratory Sciences","Medical Laboratory Sciences","Health","YES","Female","African American",18,"Escambia","Tri-County","Florida","Florida","United States","USA","No","Yes","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.37,3,"Booker T Washington HS","Yes",2423,"No",0,"No",0,"No",0,"No",0,"Yes",19.75,0.492187,"Yes",1040,0.533333,"SAT",0,"Yes",3.430303,"Yes",3.325,""
"3828",970538188,"ENC1102","GEB1011","MGF1106","THE2000","","","","","","3","3","3","3","","","","","","C","A","W","F","","","","","",20182019,201805,201808,201808,15,"U-SPM-BS-01","Sport Management","CEPS","Sport Management","Sport Management","Not Available","NO","Male","White",19,"Osceola","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.42,4,"Osceola High School","No",0,"No",0,"Yes",2721,"No",0,"Yes",2721,"Yes",21,0.53125,"Yes",1030,0.525,"ACT",0,"No",1.4,"No",2,""
"3829",970538190,"ACG2071","GEB3213","MAN3025","Mar-23","","","","","","3","3","3","3","","","","","","A","A","A","A","","","","","",20182019,201805,201808,201808,79,"U-BUS-BSBA00","Business, General","COB","Management","Management","Not Available","NO","Male","Two or More",18,"Okaloosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.58,2,"Collegiate High School Nwfsc","No",0,"Yes",2835,"No",0,"No",0,"No",0,"No",0,0,"Yes",1280,0.733333,"SAT",0,"Yes",3.87,"Yes",4,""
"3830",970538194,"CHM2046","IDH1040","MAC2311","MSL2101","","","","","","3","3","4","2","","","","","","B","C-","W","C","","","","","",20182019,201805,201808,201808,56,"U-MBY-BS-00","Marine Biology","HMCSE","Biology","Biology","STEM","YES","Male","White",18,"Duval","Other Florida Counties","Florida","Florida","United States","USA","Yes","No","Not Receiving Benefits","Not Receiving Benefits","Eligible Dependent","Military Status","Yes","No",4.45,2,"Home School - Florida","Yes",1873,"Yes",1990,"No",0,"No",0,"No",0,"Yes",28.75,0.773437,"Yes",1250,0.708333,"ACT",0,"No",2.2625,"No",2.2625,""
"3831",970538195,"BSC2010","BSC2010L","BSC2844","ENC1102","MAC1105C","PSY2012","","","","3","1","1","3","4","3","","","","C","C","A","B","B-","B","","","",20182019,201805,201808,201808,6,"U-MBY-BS-00","Marine Biology","HMCSE","Biology","Biology","STEM","YES","Female","White",19,"Non-Florida","Non-Florida/Alabama","Louisiana","Other State","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.91,3,"Non-Florida High School","No",0,"No",0,"Yes",2722,"Yes",1732,"Yes",990,"Yes",21,0.53125,"No",0,0,"ACT",0,"Yes",2.861538,"Yes",2.72,""
"3832",970538197,"BSC2010","BSC2010L","CRW2001","MAC1147","PSY2012","","","","","3","1","3","4","3","","","","","B","C+","B","C+","A","","","","",20182019,201805,201808,201808,12,"U-BLY-BS-00","General Biology","HMCSE","Biology","Biology","STEM","YES","Male","Not Reported",19,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","Yes","No",4.42,2,"Pace High School","No",0,"Yes",2218,"No",0,"No",0,"No",0,"Yes",25,0.65625,"No",0,0,"ACT",0,"Yes",2.992857,"Yes",2.964285,""
"3833",970538213,"EDF1005","EVR2001","IDH1040","MAC1105C","","","","","","3","3","3","4","","","","","","A","A","B","A-","","","","","",20182019,201805,201808,201808,36,"U-ELE-BA-02","Educational Studies","CEPS","Teacher Ed & Ed Leadership","Teacher Education and Educational Leadership","Education","YES","Female","African American",18,"Bay","Other Florida Counties","Florida","Florida","United States","USA","Yes","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.76,3,"Bay High School","Yes",2323,"Yes",3046,"No",0,"No",0,"No",0,"Yes",21.5,0.546875,"Yes",1000,0.5,"ACT",0,"Yes",3.438709,"Yes",3.676923,""
"3834",970538251,"IDH1040","IDH3905","LIT2000","MCB1000","MCB1000L","PSY2012","","","","3","3","3","3","1","3","","","","W","A","A","B","A-","B","","","",20182019,201805,201808,201808,28,"U-NUR-BSN-01","BSN","UKCOH","Nursing","Nursing","Health","YES","Male","Asian",18,"Bay","Other Florida Counties","Florida","Florida","United States","USA","Yes","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.08,2,"North Bay Haven Charter Acdmy","No",0,"Yes",2059,"Yes",1732,"No",0,"Yes",1732,"Yes",23.5,0.609375,"Yes",1070,0.558333,"ACT",0,"Yes",3.412121,"Yes",3.515384,""
"3835",970538274,"APK2100C","LIT2000","PSY2012","STA2023","","","","","","4","3","3","3","","","","","","A","A","A","A","","","","","",20182019,201805,201808,201808,23.3,"U-EXS-BS-00","Exercise Science","UKCOH","Movement Sciences and Health","Movement Sciences and Health","STEM","YES","Female","White",18,"Non-Florida","Alabama Counties","Alabama","Alabama","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.15,2,"Non-Florida High School","No",0,"No",0,"Yes",1734,"Yes",89,"Yes",1645,"Yes",27.75,0.742187,"No",0,0,"ACT",0,"Yes",4,"Yes",4,""
"3836",970538290,"ENC1101","EVR2001","PSY2012","SPC2608","STA2023","","","","","3","3","3","3","3","","","","","B-","B-","B","A","W","","","","",20182019,201805,201808,201808,6,"U-COM-BA-00","Communication","CASSH","Communication","Communication","Not Available","NO","Female","White",18,"Escambia","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","Yes",3.93,3,"Non-Florida High School","No",0,"No",0,"Yes",5299,"No",0,"Yes",5299,"Yes",21.5,0.546875,"Yes",1080,0.566666,"SAT",0,"Yes",3.033333,"Yes",3.1,""
"3837",970538291,"CHM2045","CHM2045L","DEP2004","HSC2577","HSC3535","","","","","3","1","3","3","3","","","","","A","A","A","A","A","","","","",20182019,201805,201808,201808,75,"U-EXS-BS-00","Exercise Science","UKCOH","Movement Sciences and Health","Movement Sciences and Health","STEM","YES","Female","White",19,"Okaloosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.61,1,"Collegiate High School Nwfsc","No",0,"Yes",3046,"No",0,"No",0,"No",0,"Yes",29,0.78125,"No",0,0,"ACT",0,"Yes",4,"Yes",4,""
"3838",970538317,"BSC2010","BSC2010L","LIT2000","MAC1105C","PSY2012","","","","","3","1","3","4","3","","","","","C","D+","A","C-","B-","","","","",20182019,201805,201808,201808,6,"U-BLY-BS-00","General Biology","HMCSE","Biology","Biology","STEM","YES","Male","White",18,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.05,3,"Pace High School","No",0,"No",0,"No",0,"No",0,"No",0,"Yes",20,0.5,"No",0,0,"ACT",0,"Yes",2.342307,"Yes",2.442857,""
"3839",970538319,"BSC2010","BSC2010L","BSC2844","MAC1147","PSY2012","","","","","3","1","1","4","3","","","","","C","D","A","B-","B","","","","",20182019,201805,201808,201808,6,"U-BLY-BS-00","General Biology","HMCSE","Biology","Biology","STEM","YES","Female","White",18,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.44,3,"Pace High School","No",0,"No",0,"No",0,"No",0,"No",0,"Yes",25.25,0.664062,"No",0,0,"ACT",0,"Yes",2.686206,"Yes",2.566666,""
"3840",970538326,"IDH1040","MGF1106","THE2000","THE3092","TPP1282","","","","","3","3","3","1","3","","","","","B+","A","A","A","B+","","","","",20182019,201805,201808,201808,21,"U-THE-BA-00","Theatre","CASSH","Theatre","Theatre","Not Available","NO","Female","White",18,"Duval","Other Florida Counties","Florida","Florida","United States","USA","Yes","No","Not Receiving Benefits","Not Receiving Benefits","Eligible Dependent","Military Status","No","No",4.17,2,"Providence School","No",0,"Yes",2059,"No",0,"No",0,"No",0,"No",0,0,"Yes",1210,0.675,"SAT",0,"No",3.676923,"No",3.676923,""
"3841",970538328,"CHM2045","CHM2045L","ENC1102","MAC1147","SPM2010","","","","","3","1","3","4","3","","","","","NF","F","NF","F","NF","","","","",20182019,201805,201805,201805,0,"U-CPE-BSCE00","Computer Engineering","HMCSE","Electrical & Computer Engineer","Electrical and Computer Engineering","STEM","YES","Male","White",18,"Duval","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",2.58,5,"Bishop John J Snyder HS","No",0,"No",0,"Yes",5442,"No",0,"Yes",5442,"Yes",24,0.625,"Yes",1080,0.566666,"ACT",0,"Yes",2.395238,"Yes",0,""
"3842",970538340,"BSC2010","BSC2010L","BSC2844","LIT2000","MAC2311","","","","","3","1","1","3","4","","","","","B","B+","B","A","C+","","","","",20182019,201805,201808,201808,24,"U-MBY-BS-00","Marine Biology","HMCSE","Biology","Biology","STEM","YES","Male","White",18,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","No","No","Survivors' and Dependents' Educational Assistance","Receiving Benefits","Eligible Dependent","Military Status","No","No",4.48,1,"Navarre High School","No",0,"Yes",2835,"No",0,"No",0,"No",0,"Yes",30.75,0.835937,"No",0,0,"ACT",0,"Yes",3.36923,"Yes",3.041666,""
"3843",970538360,"CHM2045","CHM2045L","EGS1006","LIT2000","MAC1147","","","","","3","1","1","3","4","","","","","A","A","A","A","A","","","","",20182019,201805,201808,201808,21,"U-MEC-BSME00","Mechanical Engineering","HMCSE","Mechanical Engineering","Mechanical Engineering","STEM","YES","Female","White",19,"Okaloosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.32,2,"Fort Walton Beach High School","No",0,"Yes",1901,"No",0,"No",0,"No",0,"No",0,0,"Yes",1190,0.658333,"SAT",12,"Yes",4,"Yes",4,""
"3844",970538362,"BSC2010","BSC2010L","BSC2844","HSC3535","MAC1140","REL1300","","","","3","1","1","3","3","3","","","","C","B","A","C+","B-","A","","","",20182019,201805,201808,201808,42,"U-BMD-BS-00","Biomedical Sciences","HMCSE","Biology","Biology","STEM","YES","Female","White",18,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.04,2,"Pace High School","No",0,"Yes",2218,"No",0,"No",0,"No",0,"Yes",25.5,0.671875,"Yes",1080,0.566666,"ACT",0,"Yes",2.754166,"Yes",2.857142,""
"3845",970538452,"EDF1005","EUH1000","HIS3002","IDH1040","","","","","","3","3","3","3","","","","","","A-","B+","A-","C+","","","","","",20182019,201805,201808,201808,63,"U-HIS-BA-00","History","CASSH","History","History","Not Available","NO","Female","White",18,"Walton","Other Florida Counties","Florida","Florida","United States","USA","Yes","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.96,2,"Collegiate High School Nwfsc","Yes",2123,"Yes",2835,"No",0,"No",0,"No",0,"Yes",29.25,0.789062,"No",0,0,"ACT",0,"Yes",3.38,"Yes",3.25,""
"3846",970538468,"CHM2045","CHM2045L","IDH1040","MAC1147","PSY2012","","","","","3","1","3","4","3","","","","","B","B+","B-","B-","B-","","","","",20182019,201805,201808,201808,14,"U-CHM-BS-00","Chemistry","HMCSE","Chemistry","Chemistry","STEM","YES","Male","White",18,"Okaloosa","Tri-County","Florida","Florida","United States","USA","Yes","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4,1,"Niceville High School","No",0,"Yes",3257,"No",0,"No",0,"No",0,"Yes",32.5,0.890625,"No",0,0,"ACT",0,"Yes",3.225925,"Yes",2.807142,""
"3847",970538472,"BSC1085","BSC1085L","ENC1101","MAC1105C","PSY2012","","","","","3","1","3","4","3","","","","","B","C","A","D+","C","","","","",20182019,201805,201808,201808,0,"U-NUR-BSN-01","BSN","UKCOH","Nursing","Nursing","Health","YES","Female","White",18,"Escambia","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.58,4,"Aletheia Christian Academy","No",0,"No",0,"No",0,"No",0,"No",0,"Yes",21.5,0.546875,"No",0,0,"ACT",0,"Yes",2.97,"Yes",2.442857,""
"3848",970538494,"CHM2045","CHM2045L","COP2334","EGS4032","MAC2312","","","","","3","1","3","3","4","","","","","C","C+","W","F","F","","","","",20182019,201805,201808,201808,28,"U-CPE-BSCE00","Computer Engineering","HMCSE","Electrical & Computer Engineer","Electrical and Computer Engineering","STEM","YES","Male","White",18,"Escambia","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.38,2,"West Florida HS Advanced Tech","No",0,"Yes",1743,"No",0,"No",0,"No",0,"Yes",27,0.71875,"No",0,0,"ACT",0,"Yes",2.166666,"Yes",0.754545,""
"3849",970538502,"CCJ2002","ENC1101","GLY2010","MAC1105","MSL1001","SLS1109","","","","3","3","3","3","2","1","","","","A-","D+","D+","W","A-","B+","","","",20182019,201805,201808,201808,0,"U-CRJ-BA-00","Criminal Justice","CEPS","Criminal Justice","Criminal Justice","Not Available","NO","Male","White",19,"St. Johns","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3,4,"Ponte Vedra High School","No",0,"No",0,"No",0,"No",0,"No",0,"No",0,0,"Yes",1150,0.625,"SAT",0,"No",2.466666,"No",2.466666,""
"3850",970538511,"ART2201C","EDF1005","MGF1106","POS2041","SLS1109","","","","","3","3","3","3","1","","","","","A","A","A","B-","A","","","","",20182019,201805,201808,201808,15,"U-ELE-BA-02","Educational Studies","CEPS","Teacher Ed & Ed Leadership","Teacher Education and Educational Leadership","Education","YES","Female","White",18,"Non-Florida","Alabama Counties","Alabama","Alabama","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.89,3,"Non-Florida High School","No",0,"No",0,"Yes",2723,"No",0,"Yes",2723,"Yes",22.75,0.585937,"No",0,0,"ACT",0,"Yes",3.689285,"Yes",3.7,""
"3851",970538516,"BSC2010","BSC2010L","CHM2045","CHM2045L","IDH1040","MAC1147","","","","3","1","3","1","3","4","","","","B","B-","A-","A-","C-","A-","","","",20182019,201805,201808,201808,0,"U-BLY-BS-00","General Biology","HMCSE","Biology","Biology","STEM","YES","Female","Two or More",18,"Okaloosa","Tri-County","Florida","Florida","United States","USA","Yes","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.79,2,"Niceville High School","No",0,"Yes",3468,"No",0,"No",0,"No",0,"Yes",29.25,0.789062,"Yes",1230,0.691666,"ACT",0,"Yes",2.858823,"Yes",3.093333,""
"3852",970538520,"BSC2010","BSC2010L","BSC2844","ENC1101","MAC1105C","PSY2012","","","","3","1","1","3","4","3","","","","F","D","A","A-","B","B-","","","",20182019,201805,201808,201808,12,"U-BMD-BS-00","Biomedical Sciences","HMCSE","Biology","Biology","STEM","YES","Female","White",19,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.1,4,"Pace High School","No",0,"No",0,"No",0,"No",0,"No",0,"Yes",21.25,0.539062,"No",0,0,"ACT",0,"No",2.413333,"No",2.413333,""
